ID,Group,Feature_1,Feature_2,Feature_3
ID054,A,2456.896168877555,385.84795263387764,5436.1070573117
ID055,B,2899.692173800215,402.16941450684317,5793.522994504367
ID056,C,2781.1636670399866,413.09753938572385,-2378.6069333823343
ID057,B,2518.8086457710106,394.1942046064941,5029.172448061321
ID058,A,2408.7769672569384,395.64425512523803,5248.275654823295
ID059,B,2517.5561553371895,442.330003747576,5026.470355830221
ID060,A,2536.5740389925145,416.1797791893959,5529.671585290543
ID061,B,2313.496189358597,417.2519301759045,4622.426756283786
ID062,C,2512.006190382289,378.0957114091178,-2131.898677108531
ID063,C,2698.3606487217594,389.3921698105981,-2298.430012125921
ID064,B,2230.096497817529,401.1202245918136,4470.263969779745
ID065,A,2623.9875947705873,384.98293663172274,5962.506626805941
ID066,C,2706.219695508217,424.00595948333944,-2272.1559732621113
ID067,A,2415.916398235845,421.15468459885966,5144.838462091738
ID068,B,2754.1263637286584,391.9968199392392,5503.051547805635
ID069,C,2396.449440632748,426.75877909911225,-1974.3437926074305
ID070,C,2566.1623992790605,399.9362185492009,-2176.7595084070895
ID071,A,2453.9840973004552,438.84084576083575,5167.802414589804
ID072,C,2453.9505464256094,402.1702919578755,-2043.4116047231905
ID073,A,2407.405139536293,408.6428912549263,5170.292951099651
ID074,A,2604.786322129303,420.9985516175434,5708.919593996226
ID075,B,2627.3208186597176,419.16450024711713,5246.513290574774
ID076,A,2490.3366700634215,407.6609809920384,5435.217357192323
ID077,C,2296.004767949159,397.88289520834246,-1904.714473348216
ID078,A,2560.4755249951586,407.7119904998968,5633.992495630463
ID079,C,2563.302153911604,387.7572374218583,-2183.7045168289296
ID080,A,2467.4927482920357,402.28200578296173,5397.108161247445
ID081,B,2780.0846930771213,383.36038701253005,5559.008393290278
ID082,B,2265.410610264902,373.2867753987955,4525.680159769804
ID083,A,2167.4074434619647,400.7564014620917,4501.577177106002
ID084,A,2390.3747650453492,418.9341683600751,5071.47925872606
ID085,A,2606.5636801137175,413.8870696239409,5763.773906945677
ID086,B,2341.623304384924,398.77131556411587,4671.560214925528
ID087,A,2352.8543622210886,426.2048454726324,4925.295201146296
ID088,A,2642.6532004267233,391.4640791373014,5953.782022933659
ID089,C,2569.3821884196623,371.23251007302963,-2202.3121710493137
ID090,B,2556.55913644426,367.26848058698556,5092.96264691604
ID091,B,2617.214337919829,382.28213589106423,5243.384474110368
ID092,A,2436.2210570090674,412.24937114893345,5256.614360486602
ID093,A,2443.152388891271,390.4779597479892,5386.477410018561
ID094,C,2621.4668908842136,406.91437962785955,-2214.2060414942607
ID095,A,2298.2669828828202,424.69425075375966,4760.771250023141
ID096,B,2178.592023040218,383.4985455613329,4347.579958496005
ID097,C,2435.007373955822,407.17749597693836,-2009.4678133162374
ID098,B,2639.6309933598536,408.0844460898358,5296.490111965305
ID099,A,2538.3339548480203,387.0889301729035,5681.027875562952
ID100,C,2628.5937256184525,420.3131638786762,-2214.4681701487402
ID101,B,2197.5558534365255,395.68439416675784,4411.535187945433
ID102,B,2547.324521248524,394.2437052863049,5086.315004560431
ID103,B,2598.079675696357,431.6741982762696,5198.905541889864
ID104,A,2297.380386608397,407.8415011355008,4869.1571418124695
ID105,A,2629.3086385819815,413.87935824528245,5808.493062523557
ID106,A,2483.272165524131,420.3233939728276,5358.150209735901
ID107,A,2960.7005052409004,390.2428900081118,6937.133795232268
ID108,B,2173.4145896654895,418.74731645580516,4346.3549808242005
ID109,C,2705.3671551512125,392.47158827503495,-2324.8167700657746
ID110,A,2440.876285521089,391.83064915992554,5354.782333642399
ID111,C,2257.4272428339937,395.92000041537796,-1858.0338295444078
ID112,B,2420.956728465251,390.66902747582566,4824.833415391926
ID113,A,2541.62188620062,412.33234648985746,5564.772852460791
ID114,B,2655.6200004347565,404.00815982717586,5317.732612678253
ID115,A,2758.2946432198264,392.6316337807433,6323.548402829472
ID116,A,2713.2839633056515,410.1175754973223,6072.48372753682
ID117,C,2355.1926968943258,395.8722634392048,-1943.5254658891856
ID118,B,2669.5247038399175,395.07894444452984,5359.393769609994
ID119,B,2558.692743568131,400.73025827352313,5122.307305948825
ID120,B,2401.8095468606516,406.9519053349933,4791.162510744207
ID121,C,2468.213410978378,405.8477147406613,-2066.3030076980394
ID122,C,2393.5236010832914,394.5512622662075,-1999.543505758506
ID123,B,2505.5638512904684,412.70666811159106,5014.373264685703
ID124,B,2390.551317655882,396.66408773380516,4781.366413943488
ID125,A,2345.800889017384,390.1752326708692,5089.9004854125415
ID126,A,2571.867869167416,377.9796752684897,5824.61627007173
ID127,C,2594.3095822389455,414.74767721498534,-2176.3806198898133
ID128,A,2471.860449986258,400.1858511429101,5409.125813190288
ID129,B,2705.147695590396,403.1630853776577,5406.2371505770025
ID130,B,2460.935412025733,415.68704373549275,4914.958522005746
ID131,A,2454.583818231169,392.83890652603276,5422.564036477393
ID132,A,2599.0733473518544,379.3840112728881,5917.866795125215
ID133,C,2480.1361622584996,401.0467105332283,-2072.425921445108
ID134,A,2512.7196593539215,404.61942328120443,5530.965569622956
ID135,C,2121.9342294071403,396.0572640075944,-1716.2954293318114
ID136,A,2502.506107710696,422.1060636711425,5399.163258690544
ID137,A,2225.920609379311,362.70750148417966,4846.157464624798
ID138,A,2316.8574143501696,416.80084956849674,4863.422028166523
ID139,A,2299.701619186674,411.8673047554634,4835.747879078485
ID140,B,2343.612526969926,406.8515616655069,4673.628151862746
ID141,B,2417.671921055162,349.96147675796357,4817.509894815044
ID142,B,2427.0261076681772,419.25833174905404,4859.964847495159
ID143,A,2599.641280638569,384.6034883404617,5879.800452081848
ID144,C,2533.3581721202045,392.3846203242492,-2154.9823155567665
ID145,A,2214.838835677302,397.44111002814896,4648.3604148139275
ID146,B,2512.4941956320213,406.1112705197796,5038.923058541893
ID147,C,2547.738286987514,409.59142063288823,-2148.6792245168244
ID148,C,2450.715022562056,413.39260831478947,-2035.2728274000613
ID149,B,2490.8671034639947,412.23780265117773,4979.456867333173
ID150,A,2528.5465188095586,403.7939080631969,5572.746377765437
ID151,C,2614.689939645337,406.23883988586385,-2218.72439159135
ID152,C,2263.76800188059,383.6386942626663,-1879.0483058874422
ID153,B,2463.3524442040525,388.73459789771465,4928.729559336256
ID154,C,2726.2504147086593,413.4319033551225,-2310.0563416787863
ID155,C,2712.4991962446934,412.55814230093023,-2298.9921676482118
ID156,C,2627.640539166367,410.8569912466663,-2212.6482360725713
ID157,A,2580.5237025933516,392.28374857515206,5806.4536088889045
ID158,A,2748.1952122603134,413.65738197915545,6207.0343002064155
ID159,B,2787.677200241,382.5813332127946,5567.683806792559
ID160,A,2480.6380017929723,416.1603971479341,5333.293103875017
ID161,C,2354.585133506752,396.0869379813116,-1951.3522519167766
ID162,A,2459.4561523563257,425.26255609510946,5254.290706112244
ID163,C,2964.504327065808,377.1783686190177,-2574.593456136587
ID164,C,2264.596548591221,426.45106068877783,-1834.7268571058594
ID165,A,2429.4191290705876,394.57803506254805,5316.070459173331
ID166,A,2288.0963271261053,394.3078111598238,4906.296804729724
ID167,A,2518.714579431608,402.92258228478397,5556.756193931871
ID168,A,2319.59634566577,389.5438163079896,4994.43123475199
ID169,B,2483.6873465749572,398.9150649804654,4957.575418904239
ID170,A,2207.485725997186,388.9356060209372,4676.512032375407
ID171,B,2592.6430997626976,389.4840470353122,5186.4674510124905
ID172,C,2683.3517884701964,407.30328925450857,-2278.760297655915
ID173,B,2442.408456690481,386.47651757044724,4890.027399515305
ID174,C,2479.730498938645,388.47708647491777,-2079.3001549919218
ID175,B,2475.488915390303,379.40813125380384,4971.650347309255
ID176,B,2527.136601283754,392.4410398005799,5061.220158852782
ID177,C,2494.2745619550356,419.6740304458588,-2084.828535650614
ID178,B,2615.217542864604,387.3109953984555,5228.666571026834
ID179,C,2684.9558700176417,389.0255010221914,-2296.834595890565
ID180,A,2377.889316626173,402.90882919722304,5125.299486772177
ID181,C,2453.6007260838555,394.4380534930071,-2054.504656189641
ID182,B,2635.242917338712,433.42231650024473,5295.090594490762
ID183,A,2286.749642791145,397.56208052985613,4866.900368101096
ID184,B,2204.3918077231647,405.0282751932606,4413.400621851531
ID185,A,2533.947392934772,414.1565317719898,5559.316056717296
ID186,C,2574.451961660574,413.8686679879428,-2167.605776435474
ID187,A,2391.654971806961,403.4993137233607,5159.210131158124
ID188,A,2413.2023418819317,397.58308769971,5240.353021133757
ID189,A,2385.971151738865,430.3604280456889,5007.09635778368
ID190,B,2369.961214098335,398.503595870286,4730.559822419018
ID191,A,2604.02437309069,393.3746484335728,5857.7614879461025
ID192,C,2322.925226950354,390.31226517558974,-1930.8451354663875
ID193,C,2460.1715707849976,374.09795195939864,-2097.298385945386
ID194,C,2364.1995748727722,412.32423628355747,-1941.7885262157147
ID195,A,2281.7066536148177,364.7789740434876,5023.3810830934735
ID196,C,2630.5267262120155,399.9141573864262,-2219.178743498908
ID197,B,2422.026216673969,396.9270904859292,4830.280481812565
ID198,C,2528.2660120631135,433.5994778834717,-2090.240641232658
ID199,A,2273.7886180298483,372.5252315692956,4968.019796578803
ID200,C,2388.7090819365285,386.48345069523464,-2007.3061611241226
ID201,A,2613.413182104251,397.9585531197753,5835.338747990259
ID202,A,2888.0907183767963,397.03705993796245,6678.587565496132
ID203,C,2203.567590341453,391.7568311378493,-1797.0733756782327
ID204,B,2469.833830706586,398.78518135896746,4953.178825380781
ID205,B,2561.842089721525,381.1065590669539,5118.543038225983
ID206,C,2407.5849770141076,405.3578931849241,-2017.6241090657008
ID207,A,2627.4282980491184,365.17771986883633,6051.222138158978
ID208,C,2369.990099400953,399.61345966184115,-1975.9983715478947
ID209,A,2523.077149032496,390.9946495860464,5619.615560566914
ID210,A,2421.689214325246,415.24431914134954,5187.586029234142
ID211,A,2682.914662443216,426.3296660594996,5908.056486491305
ID212,B,2398.5453245446593,395.03421746874466,4810.341805896446
ID213,B,2447.2189305570228,420.86088893712144,4896.122971523384
ID214,C,2641.8533556245734,395.25825579054384,-2241.3701120012583
ID215,B,2345.7942011360706,385.50810215306365,4670.888577062566
ID216,A,2510.3125085145357,426.1885544827843,5370.903574681318
ID217,A,2226.6198484470096,407.8116466710101,4623.5507626086455
ID218,C,2336.809981205639,400.0665778391472,-1942.509924473773
ID219,A,2557.3196913836205,410.3076621264797,5627.337035729829
ID220,C,2351.395373569565,404.11322552695253,-1975.3891104875
ID221,C,2418.314060226431,398.9617088808772,-2000.23812657309
ID222,A,2573.9629603071908,380.10347759038007,5823.418285290914
ID223,B,2413.1220788279606,395.941948942581,4842.56769757132
ID224,A,2623.4263109824537,409.3488313518771,5812.903135198287
ID225,A,2532.34941812291,398.15842861469787,5612.3024305053095
ID226,C,2565.3524667886754,413.53488641695577,-2150.79522921207
ID227,B,2686.14483981078,405.7548253580018,5382.1019153782145
ID228,C,2547.97345939211,386.8279552287189,-2163.9510005745874
ID229,A,2730.8270935704018,380.21242063251816,6297.097760056706
ID230,C,2636.6893424556733,397.6423225010475,-2225.8206761293713
ID231,C,2421.4821355248314,392.1365732784312,-2037.1596777731015
ID232,A,2693.972211253191,405.04482714432527,6059.5994288278225
ID233,C,2539.579903135442,389.22793511855906,-2173.006314863551
ID234,A,2440.7980437009246,390.76911511367683,5376.97859176315
ID235,C,2541.7578542981323,415.7960457639237,-2102.505858012659
ID236,B,2666.8490236585394,402.2230445294185,5318.764814744094
ID237,A,2568.2567641363335,389.45909401859063,5756.378247190913
ID238,B,2773.3589248827097,400.2646271310253,5557.283625376389
ID239,C,2662.9795836848234,420.68366864502525,-2241.9189053581995
ID240,B,2578.474005010324,404.40680032412087,5158.929204638567
ID241,B,2346.0897875888263,408.89426214137694,4687.487581879369
ID242,B,2473.040122898482,388.7164819520884,4940.942418759909
ID243,C,2510.749620962628,415.396290657019,-2096.3936601486334
ID244,A,2604.494725182662,434.771533906957,5640.126563078873
ID245,C,2595.599956190829,388.1279853623072,-2221.649265967449
ID246,C,2525.431061532743,382.27159038442016,-2143.9517349796756
ID247,C,2518.0524873065756,402.6331336575272,-2096.5969463845363
ID248,A,2608.0685342614106,413.1325757476662,5753.513118522835
ID249,C,2371.2120661555023,398.6291549192461,-1987.4299710307519
ID250,C,2754.3273728874783,384.20190405936006,-2371.9424616439555
ID251,A,2192.924967225479,398.37123757329414,4578.343360064476
ID252,A,2718.3114223258044,408.97138409166183,6094.017244615241
ID253,A,2493.2221707362255,393.8945225958091,5511.863920770423
ID254,B,2650.386972140739,409.10882526632383,5292.250559835666
ID255,A,2554.576065143892,417.47066177859864,5568.878316536443
ID256,B,2551.9051616366205,403.6034593865567,5105.651451837865
ID257,B,2583.138171403978,399.5807834308256,5147.878247663608
ID258,C,2621.3581433631666,412.44015887839424,-2229.8168202877855
ID259,B,2450.675376011914,387.1584875884415,4909.401218357852
ID260,C,2655.2198695789352,385.6793524946062,-2292.7105202930184
ID261,B,2337.3294064631823,396.0014157260652,4662.938680582676
ID262,A,2499.2004140010813,392.621808177783,5512.894126689668
ID263,C,2625.3954886408414,387.9498703706429,-2243.279255872385
ID264,B,2649.2526369423836,427.4570271249816,5303.641978856581
ID265,C,2569.11832723921,432.5798981424144,-2135.190373712007
ID266,A,2440.9911343066397,394.6944243661663,5378.203761762575
ID267,B,2634.5061667553055,401.37578424622546,5282.055320924079
ID268,B,2399.595064132187,397.1823576990431,4788.016234062495
ID269,A,2762.7113610623364,416.6124886017723,6190.7069801202315
ID270,B,2487.2993653750505,419.5846834276007,5007.078986041807
ID271,B,2269.056145869106,373.3410430196553,4550.863155807012
ID272,C,2320.797479797517,407.1401620009844,-1906.5848825092978
ID273,B,2506.546545531938,380.3976798825828,5013.991312810464
ID274,A,2520.973790698908,426.37408236812917,5434.333219065778
ID275,B,2795.4485027426645,406.603720453156,5573.11212617954
ID276,C,2344.225099357866,387.64975692456045,-1954.6908723909442
ID277,B,2505.9193298955897,396.3801791809322,5012.693436560688
ID278,C,2341.0867889376914,395.6653411260076,-1956.2711139289015
ID279,B,2426.1017720179893,407.87669414328724,4845.741226593157
ID280,C,2752.5958045104007,415.62868906266215,-2318.7849987264162
ID281,C,2329.549566526601,382.77689062042435,-1948.274774949715
ID282,B,2588.056363610175,427.5813175136817,5200.966782850747
ID283,A,2558.936103852159,424.08535161731265,5535.493400232065
ID284,A,2496.3742860462685,386.87014648613433,5548.506563473425
ID285,B,2577.9154934787607,401.09202691543464,5137.263644342558
ID286,B,2325.9969427085066,425.66212816171475,4637.480815970312
ID287,B,2748.4483761705337,418.49377880016226,5486.958283873156
ID288,B,2788.726824268528,394.9488545492816,5581.237364058304
ID289,B,2507.065704663897,412.2150972185181,5017.333323380759
ID290,A,2863.465919592033,444.9579743757871,6357.456403061633
ID291,C,2440.145810267512,401.5773997277682,-2065.302005227783
ID292,C,2560.064799078442,390.51027622839973,-2151.8222083736564
ID293,A,2714.783359566177,402.586297781371,6127.98941319924
ID294,A,2431.1493309665634,403.6982814324598,5261.561103693777
ID295,C,2292.767641168084,392.13194891499853,-1897.3365228802445
ID296,A,2258.242440157172,406.62437601721325,4744.058782431729
ID297,B,2809.123984585399,381.1839841040875,5614.375851590798
ID298,A,2420.646302404183,390.01699199486984,5313.636319425898
ID299,A,2472.139485487225,411.37367164232194,5345.6897401651695
ID300,A,2333.085388251842,373.67693722686624,5139.990432739311
ID301,A,2642.250891899378,413.54751387992167,5847.052701161443
ID302,C,2382.7660211163125,369.82027951441444,-2020.2125774655394
ID303,C,2426.3105458508016,374.03013131685526,-2044.4947927401277
ID304,C,2544.928062912424,392.5153188541617,-2137.9652364781396
ID305,C,2340.393110913164,404.30295764229027,-1917.0608584543177
ID306,B,2473.2126595728664,419.87895404691085,4959.094898007332
ID307,B,2710.3314384254904,400.86434144739394,5416.774010645359
ID308,C,2564.2381596275295,396.30169588636016,-2186.428860570375
ID309,C,2519.5813438642535,408.69371871977205,-2094.026958117247
ID310,C,2532.2297064195795,386.936517692981,-2128.8448368597387
ID311,A,2441.6297356035157,402.0912273901961,5306.369356019325
ID312,B,2799.422847963239,382.0083061306696,5609.899964380373
ID313,B,2378.17643041989,401.2388577531312,4752.366727312611
ID314,A,2531.6389242945897,398.05245511225894,5622.669819924616
ID315,A,2517.253834951421,387.9359811782587,5605.903223014124
ID316,A,2651.3143760699704,402.4756095480661,5965.308895920162
ID317,B,2665.476090819046,402.37824479739464,5340.385628209271
ID318,A,2495.1971793269395,417.63181018508703,5419.003025191615
ID319,A,2543.5999739669574,375.9154989540582,5745.656859894782
ID320,A,2549.2802130870923,398.85926638454436,5658.404662591885
ID321,C,2159.178751664409,388.59606400444784,-1782.2140380400936
ID322,A,2261.651559628334,413.04643087264435,4729.850395547211
ID323,C,2409.2404463917046,411.308680977882,-1987.143267019777
ID324,B,2415.76019854347,407.6181976760293,4860.284684105354
ID325,B,2320.10763670538,389.44250112895804,4645.999750977396
ID326,B,2612.4373857060446,413.28205874410145,5233.5639018421625
ID327,C,2500.317763152621,377.04803606885,-2128.919691601816
ID328,A,2467.7958178919744,373.9703394461084,5540.032308917003
ID329,B,2311.5767088238917,380.8619350014711,4618.594723143532
ID330,A,2493.3182703632815,399.4978778450964,5483.855750970467
ID331,C,2105.997286600208,410.1274660148244,-1693.775632646834
ID332,B,2475.5565533791237,355.3595128898571,4946.885448278057
ID333,A,2509.4775503211636,419.8411424781968,5429.982279731011
ID334,A,2536.287247648225,401.9666829426765,5594.524786194731
ID335,B,2265.384735478108,376.4834147861534,4526.21269745581
ID336,A,2533.7225105037214,401.51420455434373,5606.516484557473
ID337,C,2343.7853095203186,416.38788122017627,-1925.2924645982255
ID338,B,2378.12952515615,408.9916152295939,4760.423845578704
ID339,B,2607.6897078733996,416.4860959383095,5197.891758518973
ID340,B,2802.1170585039617,379.5063005590433,5609.315616989888
ID341,B,2507.703813820402,393.78992147292394,5021.772709208507
ID342,C,2377.435681203965,386.129616542147,-1996.086128134083
ID343,C,2528.3005671264996,425.76370307566475,-2077.5165079357066
ID344,A,2640.8543736248716,409.59044265229943,5847.140180442909
ID345,C,2593.1496348809105,442.7051438343646,-2141.032085417299
ID346,A,2911.466930869562,392.9858569987416,6778.0251652744355
ID347,A,2392.6993646358,389.12988682476544,5238.9476549675655
ID348,B,2537.8347219878947,397.85760042107273,5077.783996443452
ID349,A,2732.3376930127306,420.67535832133825,6100.244439303
ID350,B,2722.9238855527797,394.50820465936977,5456.2658768602305
ID351,A,2207.4883110213427,401.86656396860417,4604.421462215023
ID352,C,2499.496356994003,401.4503605433023,-2094.4556489845395
ID353,B,2722.678114877305,400.59245141803285,5443.1564276503295
ID354,A,2933.5964485598706,390.21402309306285,6836.594009411591
ID355,C,2605.5693825626226,397.9406339813445,-2199.0227088859187
ID356,C,2444.8205059455277,397.2984609797296,-2054.2943700620067
ID357,B,2348.6195271343913,399.88653010488025,4679.264750171429
ID358,B,2832.8115036296276,414.1527522722906,5659.153679330835
ID359,B,2609.3112379698637,426.40942051936736,5209.03568916261
ID360,A,2372.789960967187,387.3934785599544,5193.744238212071
ID361,B,2469.526545049933,394.1200956281843,4940.891407786563
ID362,C,2546.5279775243057,387.6248215239072,-2142.3145630521194
ID363,C,2581.5709980832175,402.8065230583341,-2186.76314979968
ID364,B,2365.0572013681317,391.92475813733535,4740.6044411990215
ID365,B,2407.871437281176,403.5969525061298,4849.818349540047
ID366,C,2252.059815644056,416.5544036566718,-1831.2330223818585
ID367,A,2655.964343440717,362.11252471293085,6167.670193105375
ID368,C,2448.757229984453,407.3766983440104,-2033.0583196697373
ID369,C,2569.9482473774938,393.0971942665318,-2193.9159570400716
ID370,C,2713.338776286449,406.90633401976584,-2299.4026346970736
ID371,B,2532.9805213560917,386.552958433747,5069.638518559978
ID372,A,2483.0544286076397,417.9439148246031,5356.326743099124
ID373,A,2529.08822153259,413.6992092706043,5508.1601817542905
ID374,B,2509.479040577534,408.52528222813964,5027.285880038992
ID375,C,2686.9247496816915,411.89838576715147,-2286.6952087898676
ID376,B,2546.6257596308183,388.8156929924174,5118.8552665178195
ID377,B,2418.3398470631632,390.7056436796606,4838.049723128184
ID378,A,2657.1773585334627,411.2865430122622,5900.419675965639
ID379,A,2684.572653453753,388.4840628584708,6105.129690728964
ID380,B,2299.2504059769303,421.6845256998713,4595.163199894383
ID381,B,2729.9175827152158,395.1461339307845,5488.783685277518
ID382,A,2554.706765981273,407.52841584790934,5615.863151342558
ID383,A,2542.49049252199,431.48874278882636,5468.633156462822
ID384,C,2650.993694739477,389.40664968897886,-2268.0409854888785
ID385,B,2414.953541349358,401.03142626267174,4835.898184525697
ID386,C,2643.1246771286387,415.8127474695596,-2233.5745306235394
ID387,C,2443.4836795393217,414.26916083314796,-2042.8831986998503
ID388,C,2278.757398043449,395.08277034640963,-1886.0181626545937
ID389,A,2350.33655813396,392.2490434371722,5086.171731096032
ID390,C,2585.053274935484,396.5029610118242,-2195.657246455148
ID391,A,2358.179749000801,421.71786649227045,4959.484190234287
ID392,A,2741.5114184784475,395.8134121546008,6259.68354423691
ID393,A,2678.3925180159463,401.171735387252,6025.481994540369
ID394,B,2700.0158749049447,393.5982029361486,5386.4222178601485
ID395,C,2518.716786951612,410.5832284719398,-2113.6789500452705
ID396,A,2538.679242594244,402.33287556375484,5605.025377877542
ID397,B,2320.9432218633583,384.9484928386266,4625.8512080881
ID398,B,2649.3675265236234,385.4676382894751,5318.246788567323
ID399,B,2556.9750182555626,370.0209165016674,5124.360990241201
ID400,A,2585.095843793839,387.53017886311574,5834.7987099893635
ID401,A,2753.2467717179325,411.9091870544826,6204.899917387238
ID402,A,2409.1055524078733,419.856408070184,5102.91024747114
ID403,B,2481.0787675184024,410.28337544825774,4980.581539636467
ID404,A,2549.000638231325,408.3194830096102,5595.041679329404
ID405,C,2359.684689181194,398.10210925707025,-1970.9688208521488
ID406,A,2471.860176808474,411.6237183237098,5359.337840534338
ID407,A,2573.942471570045,404.29417334622826,5716.895306139036
ID408,C,2451.1868092940754,427.06673457980685,-2011.4806291068396
ID409,A,2696.3484114593666,398.5233202873488,6107.304006383469
ID410,A,2273.361315727451,420.145121256042,4715.616416267649
ID411,A,2668.4156860350013,413.1117112272679,5935.757211655559
ID412,A,2599.177821222401,411.0316492930624,5746.526541217651
ID413,B,2414.6757118665114,369.8276301180727,4827.790573637621
ID414,A,2361.3387147655003,413.93784342321567,5024.998742068375
ID415,C,2187.957607413632,398.0873803163627,-1779.9088151233268
ID416,C,2380.7237481379248,393.34110258347664,-1980.2865497003756
ID417,B,2657.0764982504497,377.7563043823313,5283.841461119667
ID418,A,2491.587141058199,399.91619299047727,5476.716318586338
ID419,C,2674.4471320587763,400.5032739522736,-2275.2501046752955
ID420,B,2407.019339406317,380.45497117277796,4816.054986033749
ID421,A,2606.0659240159844,377.9007974065946,5919.641889352424
ID422,B,2392.375209687337,407.2992922019217,4768.852988449883
ID423,A,2355.1637490685243,413.0755769659207,5005.67102413567
ID424,B,2483.9309174243986,402.8542436488363,4963.586219036012
ID425,B,2400.2550233020006,417.2625197452654,4807.4063625284925
ID426,C,2268.576677644418,398.7042252347275,-1877.9234249419076
ID427,C,2472.652794892451,399.18473088399696,-2056.477136322542
ID428,B,2515.9653124646934,386.2445795688881,5043.943403040236
ID429,A,2690.25379172441,376.59637033669424,6191.341448792309
ID430,A,2640.520851569959,427.8199320078938,5779.903433709777
ID431,A,2682.9914798849245,416.9694857537462,5974.355917419621
ID432,A,2608.053624759026,379.1123114929228,5933.309890595313
ID433,A,2549.8919138424963,402.3362786174692,5640.85735869531
ID434,C,2315.6582640292163,398.499305333445,-1904.644573781056
ID435,B,2522.480829690291,395.89011290255434,5062.080093233462
ID436,C,2589.519066599622,393.8647322827759,-2210.6832685306726
ID437,A,2718.6156924055654,405.7190372045197,6114.6472819059
ID438,B,2602.943281259772,412.2726328820721,5196.523433813798
ID439,A,2686.0575151908133,406.0358675354231,6009.964112723602
ID440,A,2345.200316295214,398.1922243843121,5043.886844657252
ID441,B,2451.0373560777857,397.6415992466332,4909.276109618506
ID442,A,2564.4026070491905,414.05221475384,5622.689727838942
ID443,C,2674.142903611384,406.9516740717409,-2273.600689238998
ID444,C,2478.2157031241622,401.0903419455315,-2063.6078680930805
ID445,C,2487.633106127627,399.46148053599836,-2086.4849487531474
ID446,A,2603.0710459004467,405.17905764418435,5787.433645088814
ID447,C,2331.1193759282314,392.97476967160827,-1924.293788597826
ID448,A,2741.1106824735143,412.32308225962316,6160.237732856213
ID449,A,2368.1295860338473,383.862121572432,5209.800719110878
